charger_id,timestamp,voltage,temperature,session_duration,error_code,charger_condition,days_since_maintenance,location,weather,failed
1126,2026-03-15,230.2,40.5,38,2,H,121,Lahore,Rain,0
1127,2026-04-02,232.2,61.7,16,1,M,126,Islamabad,Hot,1
1128,2026-03-22,235.0,51.4,61,0,L,47,Islamabad,Hot,0
1129,2026-04-08,226.8,41.2,40,1,M,14,Karachi,Clear,0
1130,2026-03-17,228.0,38.7,58,2,H,24,Karachi,Rain,0
1131,2026-03-15,238.5,71.4,100,0,L,5,Lahore,Humid,1
1132,2026-03-15,233.0,58.7,20,0,L,180,Islamabad,Humid,1
1133,2026-03-21,232.5,55.1,100,1,M,100,Islamabad,Clear,1
1134,2026-04-04,238.8,72.6,10,2,H,161,Karachi,Clear,1
1135,2026-03-27,233.8,53.2,43,1,M,178,Lahore,Clear,0
1136,2026-04-13,226.0,38.1,21,0,L,180,Karachi,Rain,1
1137,2026-03-15,228.2,45.4,40,1,M,180,Karachi,Humid,0
1138,2026-03-30,226.5,37.5,36,1,M,180,Karachi,Humid,0
1139,2026-04-05,236.0,64.7,40,2,H,148,Karachi,Humid,0
1140,2026-04-13,230.0,60.5,19,1,M,142,Islamabad,Clear,1
1141,2026-04-05,230.2,60.5,10,2,H,147,Islamabad,Humid,1
1142,2026-03-28,227.5,38.7,22,1,M,119,Karachi,Hot,1
1143,2026-03-18,227.8,32.1,37,2,H,180,Lahore,Clear,0
1144,2026-04-06,232.2,64.7,15,1,M,6,Lahore,Humid,1
1145,2026-04-06,235.2,51.4,44,1,M,2,Lahore,Rain,0
1146,2026-03-26,229.2,49.6,23,1,M,180,Lahore,Clear,0
1147,2026-04-08,231.2,63.5,35,0,L,103,Karachi,Hot,0
1148,2026-03-26,236.2,70.2,17,2,H,112,Islamabad,Hot,1
1149,2026-03-31,230.5,41.2,24,2,H,40,Lahore,Rain,1
1150,2026-04-04,223.2,25.4,34,2,H,28,Karachi,Rain,0
1151,2026-03-29,236.0,70.8,16,0,L,90,Lahore,Clear,1
1152,2026-03-24,226.8,30.9,46,2,H,171,Lahore,Clear,0
1153,2026-03-17,233.8,48.4,22,0,L,60,Karachi,Hot,0
1154,2026-04-06,226.2,36.3,17,0,L,180,Islamabad,Rain,1
1155,2026-04-03,234.0,68.4,30,2,H,38,Islamabad,Clear,0
1156,2026-04-03,235.0,69.0,47,0,L,166,Karachi,Hot,0
1157,2026-04-12,231.5,53.2,29,1,M,35,Islamabad,Rain,0
1158,2026-03-26,229.2,52.0,18,2,H,180,Karachi,Hot,1
1159,2026-03-15,229.2,43.0,61,2,H,77,Karachi,Humid,0
1160,2026-03-15,235.2,62.3,16,1,M,119,Karachi,Rain,1
1161,2026-03-24,233.2,59.9,34,0,L,180,Islamabad,Clear,0
1162,2026-04-01,230.0,39.9,50,0,L,5,Karachi,Clear,0
1163,2026-03-29,225.2,29.7,35,2,H,180,Lahore,Humid,1
1164,2026-03-16,234.5,68.4,17,1,M,60,Islamabad,Rain,1
1165,2026-03-31,233.2,49.6,43,0,L,147,Islamabad,Hot,0
1166,2026-03-22,225.5,38.7,75,2,H,136,Islamabad,Clear,0
1167,2026-04-05,233.2,58.7,24,0,L,180,Islamabad,Humid,1
1168,2026-04-05,229.5,47.2,44,0,L,16,Lahore,Humid,0
1169,2026-04-09,233.0,62.3,17,2,H,130,Islamabad,Rain,1
1170,2026-04-09,227.0,32.7,20,0,L,61,Islamabad,Rain,1
1171,2026-03-23,237.8,70.2,100,1,M,26,Karachi,Clear,1
1172,2026-04-04,238.8,72.0,22,1,M,180,Islamabad,Humid,1
1173,2026-04-03,232.8,51.4,43,2,H,132,Lahore,Hot,0
1174,2026-03-25,234.2,61.7,20,1,M,180,Lahore,Humid,0
1175,2026-03-20,227.8,37.5,26,1,M,150,Lahore,Hot,0
1176,2026-04-07,235.0,64.7,56,1,M,5,Lahore,Hot,0
1177,2026-03-28,232.0,53.2,50,1,M,162,Islamabad,Clear,0
1178,2026-03-15,233.0,63.5,16,2,H,101,Islamabad,Humid,1
1179,2026-03-21,228.8,46.0,40,2,H,35,Lahore,Hot,0
1180,2026-04-07,228.5,47.2,29,1,M,155,Lahore,Rain,0
1181,2026-03-23,235.8,69.6,17,0,L,30,Islamabad,Hot,1
1182,2026-03-25,233.0,62.3,18,0,L,166,Lahore,Rain,1
1183,2026-04-07,233.0,62.3,17,2,H,130,Karachi,Rain,1
1184,2026-04-06,232.5,61.1,17,1,M,180,Lahore,Humid,1
1185,2026-03-30,231.8,59.9,17,0,L,153,Lahore,Rain,1
1186,2026-04-02,231.5,43.6,15,0,L,180,Karachi,Hot,1
1187,2026-03-16,232.5,59.9,17,0,L,20,Karachi,Rain,0
1188,2026-03-29,235.8,70.2,11,0,L,86,Islamabad,Humid,1
1189,2026-03-17,236.5,64.1,25,1,M,180,Islamabad,Clear,1
1190,2026-03-18,226.5,33.3,47,2,H,54,Karachi,Hot,0
1191,2026-04-03,231.8,42.4,48,2,H,73,Karachi,Hot,0
1192,2026-04-05,229.8,39.3,29,1,M,100,Islamabad,Humid,0
1193,2026-04-11,225.0,27.9,19,2,H,100,Lahore,Humid,1
1194,2026-03-21,235.5,53.2,36,0,L,21,Karachi,Humid,0
1195,2026-03-26,231.2,41.2,51,2,H,56,Islamabad,Humid,0
1196,2026-03-18,234.5,64.1,24,0,L,169,Lahore,Hot,1
1197,2026-03-24,231.2,59.3,100,0,L,180,Karachi,Clear,1
1198,2026-03-20,235.0,49.6,10,0,L,42,Lahore,Rain,0
1199,2026-04-08,226.8,32.7,29,2,H,150,Islamabad,Rain,0
1200,2026-04-13,231.0,49.0,23,2,H,64,Karachi,Clear,0
1201,2026-04-05,232.8,44.8,17,0,L,180,Lahore,Clear,1
1202,2026-03-28,228.5,48.4,43,0,L,110,Karachi,Clear,0
1203,2026-03-17,231.0,58.1,16,0,L,70,Lahore,Humid,1
1204,2026-03-31,234.2,69.0,11,1,M,44,Islamabad,Hot,1
1205,2026-03-25,233.8,62.3,23,1,M,68,Islamabad,Hot,0
1206,2026-03-24,226.2,38.1,34,2,H,75,Karachi,Hot,0
1207,2026-04-09,231.0,48.4,52,2,H,55,Lahore,Humid,0
1208,2026-04-12,227.5,32.7,100,0,L,118,Karachi,Hot,1
1209,2026-04-04,232.8,44.8,17,0,L,180,Karachi,Humid,1
1210,2026-03-24,232.0,64.7,36,0,L,8,Lahore,Hot,0
1211,2026-03-24,233.0,62.3,17,2,H,130,Lahore,Clear,1
1212,2026-03-17,234.5,69.6,43,2,H,73,Lahore,Rain,0
1213,2026-04-07,228.5,39.9,22,2,H,29,Islamabad,Rain,0
1214,2026-04-09,230.2,52.0,22,0,L,147,Karachi,Humid,0
1215,2026-03-29,227.8,43.0,12,0,L,20,Karachi,Hot,1
1216,2026-03-31,231.2,59.3,100,0,L,180,Islamabad,Rain,1
1217,2026-04-10,235.8,70.8,100,1,M,71,Lahore,Clear,1
1218,2026-04-01,231.8,64.7,11,2,H,20,Islamabad,Clear,1
1219,2026-04-02,232.0,53.8,41,0,L,25,Islamabad,Clear,0
1220,2026-04-02,237.2,69.0,100,1,M,65,Islamabad,Humid,1
1221,2026-03-26,235.5,70.8,13,2,H,66,Karachi,Humid,1
1222,2026-04-07,230.2,60.5,10,2,H,147,Islamabad,Hot,1
1223,2026-03-19,232.0,41.8,44,0,L,180,Karachi,Clear,0
1224,2026-04-07,233.8,61.1,17,0,L,164,Karachi,Hot,0
1225,2026-04-10,231.8,55.1,11,0,L,49,Karachi,Hot,1
1226,2026-03-30,224.5,27.3,37,0,L,180,Lahore,Clear,0
1227,2026-04-13,233.0,63.5,16,2,H,101,Karachi,Hot,1
1228,2026-03-29,232.0,51.4,20,2,H,24,Karachi,Rain,0
1229,2026-03-29,226.8,32.1,17,1,M,71,Lahore,Humid,0
1230,2026-04-10,223.8,26.0,12,1,M,24,Karachi,Hot,1
1231,2026-03-20,226.5,36.3,16,0,L,180,Islamabad,Clear,1
1232,2026-03-26,229.8,52.0,69,2,H,133,Islamabad,Humid,0
1233,2026-03-16,230.5,41.2,24,2,H,40,Karachi,Humid,1
1234,2026-04-10,229.8,49.6,16,0,L,66,Lahore,Hot,0
1235,2026-04-03,230.5,51.4,20,2,H,180,Islamabad,Rain,1
1236,2026-03-23,225.2,37.5,24,0,L,62,Lahore,Hot,0
1237,2026-03-18,238.5,71.4,10,0,L,180,Lahore,Rain,1
1238,2026-03-19,226.5,34.5,29,2,H,101,Islamabad,Humid,0
1239,2026-04-04,232.2,61.7,14,1,M,134,Lahore,Hot,1
1240,2026-04-09,225.2,28.5,10,1,M,105,Islamabad,Clear,1
1241,2026-03-22,226.2,36.3,27,0,L,180,Lahore,Hot,0
1242,2026-04-05,230.5,56.9,10,0,L,20,Islamabad,Rain,1
1243,2026-03-24,233.0,62.3,17,2,H,130,Karachi,Rain,1
1244,2026-03-21,238.8,71.4,18,2,H,140,Islamabad,Hot,0
1245,2026-04-05,235.0,70.2,28,2,H,85,Islamabad,Rain,0
1246,2026-03-28,231.2,62.9,15,0,L,168,Islamabad,Humid,1
1247,2026-04-13,232.0,62.9,17,1,M,144,Islamabad,Hot,1
1248,2026-04-13,227.0,38.7,44,1,M,107,Lahore,Rain,0
1249,2026-03-19,230.2,51.4,13,2,H,159,Karachi,Hot,1
1250,2026-03-30,224.2,27.9,32,0,L,173,Islamabad,Hot,0
1251,2026-03-29,229.5,35.7,19,0,L,127,Lahore,Clear,0
1252,2026-03-19,233.2,59.9,100,0,L,31,Karachi,Hot,1
1253,2026-03-17,232.2,61.7,16,1,M,126,Karachi,Clear,1
1254,2026-04-06,227.5,32.7,18,1,M,151,Karachi,Rain,0
1255,2026-04-12,233.0,62.3,17,2,H,130,Karachi,Clear,1
1256,2026-03-24,231.8,43.0,40,0,L,147,Islamabad,Clear,0
1257,2026-03-19,226.0,31.5,14,1,M,180,Islamabad,Clear,1
1258,2026-04-06,225.0,27.9,19,2,H,100,Lahore,Humid,1
1259,2026-03-29,231.5,62.9,18,1,M,165,Lahore,Clear,1
1260,2026-04-01,230.2,41.2,28,1,M,59,Lahore,Hot,0
1261,2026-04-08,231.5,53.2,10,1,M,54,Karachi,Clear,0
1262,2026-03-22,231.8,56.9,38,0,L,133,Karachi,Hot,0
1263,2026-04-04,233.8,58.1,19,2,H,95,Islamabad,Clear,0
1264,2026-03-16,233.5,59.9,22,1,M,171,Karachi,Humid,0
1265,2026-04-05,232.5,58.1,18,0,L,180,Karachi,Rain,1
1266,2026-03-22,226.8,37.5,11,0,L,180,Karachi,Clear,1
1267,2026-04-06,224.0,27.3,30,0,L,162,Lahore,Clear,0
1268,2026-03-22,233.5,61.7,28,2,H,96,Lahore,Humid,0
1269,2026-03-18,236.2,70.2,17,2,H,112,Islamabad,Clear,1
1270,2026-04-13,225.2,29.7,35,2,H,180,Karachi,Hot,1
1271,2026-04-02,226.8,33.9,20,1,M,180,Karachi,Clear,0
1272,2026-04-06,235.2,63.5,13,0,L,135,Islamabad,Clear,0
1273,2026-04-01,225.0,28.5,40,1,M,114,Karachi,Rain,0
1274,2026-04-13,234.2,49.6,12,2,H,15,Karachi,Rain,0
1275,2026-04-04,233.0,62.3,17,2,H,130,Lahore,Clear,1
1276,2026-04-12,238.8,72.0,14,0,L,77,Islamabad,Humid,0
1277,2026-04-06,233.2,58.7,11,1,M,39,Islamabad,Rain,0
1278,2026-03-15,232.2,49.6,78,1,M,83,Islamabad,Clear,0
1279,2026-04-03,227.0,43.6,18,0,L,180,Islamabad,Rain,1
1280,2026-03-29,232.5,55.1,100,1,M,100,Lahore,Clear,1
1281,2026-04-01,233.8,55.1,37,0,L,165,Lahore,Rain,0
1282,2026-04-05,227.0,38.1,46,0,L,144,Karachi,Rain,0
1283,2026-03-26,232.2,61.7,14,1,M,134,Karachi,Hot,1
1284,2026-03-15,223.8,26.0,12,1,M,24,Karachi,Clear,1
1285,2026-03-21,233.8,50.2,18,1,M,136,Karachi,Clear,1
1286,2026-04-02,232.8,60.5,41,0,L,180,Lahore,Clear,1
1287,2026-04-11,230.2,39.9,100,0,L,180,Islamabad,Clear,1
1288,2026-03-15,236.0,52.6,29,2,H,159,Lahore,Rain,0
1289,2026-04-07,232.0,51.4,100,0,L,17,Karachi,Hot,1
1290,2026-03-21,224.5,29.7,13,1,M,121,Lahore,Hot,0
1291,2026-03-16,227.2,43.6,10,0,L,76,Islamabad,Humid,1
1292,2026-03-21,233.0,63.5,16,2,H,101,Islamabad,Clear,1
1293,2026-04-02,232.0,58.7,52,1,M,171,Lahore,Humid,0
1294,2026-03-27,233.0,54.5,38,0,L,49,Lahore,Rain,0
1295,2026-04-08,221.0,22.4,21,0,L,117,Lahore,Humid,0
1296,2026-04-07,234.0,66.5,17,0,L,146,Karachi,Clear,1
1297,2026-03-19,232.0,53.2,36,2,H,180,Lahore,Hot,0
1298,2026-04-06,231.8,53.8,26,2,H,69,Lahore,Hot,0
1299,2026-04-02,229.0,46.6,20,1,M,180,Lahore,Clear,1
1300,2026-03-15,226.8,31.5,98,2,H,119,Islamabad,Rain,0
1301,2026-03-15,232.5,57.5,67,1,M,152,Islamabad,Clear,0
1302,2026-04-10,226.2,36.9,22,1,M,19,Karachi,Rain,1
1303,2026-04-01,230.5,50.8,100,2,H,81,Karachi,Hot,1
1304,2026-04-07,230.5,40.5,46,1,M,180,Islamabad,Rain,0
1305,2026-03-15,230.8,61.1,16,1,M,6,Islamabad,Clear,1
1306,2026-04-10,233.8,60.5,22,0,L,180,Islamabad,Clear,0
1307,2026-04-11,234.2,68.4,30,0,L,180,Lahore,Clear,1
1308,2026-03-19,235.5,62.9,34,0,L,180,Lahore,Rain,0
1309,2026-03-23,232.5,62.3,36,1,M,119,Islamabad,Rain,0
1310,2026-03-26,235.2,52.6,14,0,L,180,Lahore,Rain,1
1311,2026-03-23,226.5,36.3,16,0,L,180,Lahore,Hot,1
1312,2026-04-01,227.0,41.2,16,2,H,85,Karachi,Humid,0
1313,2026-04-06,235.2,62.3,16,1,M,119,Islamabad,Humid,1
1314,2026-03-25,229.5,58.7,10,0,L,180,Islamabad,Clear,1
1315,2026-03-15,235.0,62.9,52,0,L,112,Lahore,Hot,0
1316,2026-04-02,235.2,70.2,22,1,M,101,Islamabad,Rain,1
1317,2026-04-05,238.8,72.6,10,2,H,161,Karachi,Clear,1
1318,2026-04-08,231.0,58.1,16,0,L,70,Karachi,Hot,1
1319,2026-03-24,235.8,70.8,100,1,M,71,Karachi,Clear,1
1320,2026-03-16,221.0,21.8,17,0,L,180,Islamabad,Hot,1
1321,2026-03-21,231.0,56.3,10,0,L,180,Islamabad,Hot,1
1322,2026-04-03,232.2,61.1,13,1,M,88,Islamabad,Humid,1
1323,2026-03-16,230.0,47.2,23,0,L,127,Islamabad,Clear,0
1324,2026-04-02,235.2,50.8,35,1,M,180,Islamabad,Rain,1
1325,2026-03-20,237.8,67.1,100,0,L,113,Karachi,Humid,0
1326,2026-03-24,233.0,59.3,41,0,L,180,Lahore,Humid,0
1327,2026-03-23,232.5,61.1,10,2,H,101,Karachi,Rain,1
1328,2026-03-22,226.8,44.2,34,1,M,180,Islamabad,Hot,1
1329,2026-04-09,232.5,59.3,26,0,L,49,Karachi,Rain,0
1330,2026-04-13,230.5,51.4,20,2,H,180,Islamabad,Clear,1
1331,2026-03-25,231.8,57.5,100,1,M,21,Islamabad,Rain,1
1332,2026-03-23,225.8,36.9,49,1,M,35,Karachi,Hot,0
1333,2026-04-03,226.8,35.1,38,1,M,152,Islamabad,Rain,0
1334,2026-04-11,236.5,70.8,15,0,L,105,Lahore,Hot,0
1335,2026-04-03,237.0,70.8,44,0,L,125,Islamabad,Hot,0
1336,2026-03-23,232.8,60.5,41,0,L,180,Lahore,Clear,1
1337,2026-03-22,236.0,52.6,29,2,H,159,Lahore,Rain,0
1338,2026-04-11,234.5,67.7,14,1,M,2,Islamabad,Rain,1
1339,2026-03-29,231.2,52.6,16,2,H,180,Karachi,Clear,1
1340,2026-03-16,229.2,36.3,36,2,H,58,Lahore,Hot,0
1341,2026-04-07,231.0,54.5,25,2,H,180,Karachi,Rain,0
1342,2026-03-15,228.0,38.1,50,2,H,8,Lahore,Clear,0
1343,2026-03-23,232.5,50.8,46,2,H,127,Islamabad,Hot,0
1344,2026-03-23,227.2,33.3,64,1,M,133,Islamabad,Clear,0
1345,2026-03-27,231.5,49.6,39,1,M,36,Lahore,Rain,0
1346,2026-03-22,227.2,31.5,29,2,H,98,Islamabad,Clear,0
1347,2026-04-10,233.0,62.9,27,1,M,124,Lahore,Humid,0
1348,2026-04-04,230.2,41.2,13,0,L,42,Islamabad,Hot,0
1349,2026-03-19,226.5,32.1,26,1,M,180,Karachi,Humid,1
1350,2026-04-12,238.8,72.6,10,2,H,161,Islamabad,Humid,1
1351,2026-03-17,226.2,33.9,87,2,H,144,Karachi,Hot,0
1352,2026-04-04,230.2,51.4,13,2,H,159,Islamabad,Hot,1
1353,2026-03-18,232.0,57.5,44,0,L,180,Karachi,Clear,0
1354,2026-03-31,232.8,64.7,10,2,H,25,Islamabad,Hot,1
1355,2026-03-30,236.8,64.7,25,0,L,9,Karachi,Humid,0
1356,2026-03-30,230.5,41.2,24,2,H,40,Lahore,Humid,1
1357,2026-04-08,225.5,30.9,17,2,H,174,Lahore,Rain,0
1358,2026-04-09,229.2,52.0,17,1,M,45,Karachi,Hot,1
1359,2026-04-13,230.0,59.9,22,0,L,140,Islamabad,Humid,0
1360,2026-04-03,225.2,38.7,42,1,M,173,Karachi,Rain,0
1361,2026-03-17,235.5,51.4,53,1,M,180,Islamabad,Rain,0
1362,2026-03-20,232.0,47.8,13,1,M,180,Lahore,Clear,0
1363,2026-03-15,232.5,61.1,10,2,H,101,Islamabad,Humid,1
1364,2026-04-04,230.5,41.2,24,2,H,40,Lahore,Clear,1
1365,2026-03-30,231.8,53.8,26,2,H,69,Islamabad,Humid,0
1366,2026-03-29,229.0,50.8,22,0,L,101,Islamabad,Clear,0
1367,2026-03-21,225.0,27.9,19,2,H,100,Islamabad,Clear,1
1368,2026-03-16,229.8,49.0,26,2,H,113,Karachi,Hot,0
1369,2026-03-24,231.0,50.8,41,0,L,180,Karachi,Clear,0
1370,2026-04-08,227.5,33.9,25,0,L,145,Lahore,Hot,0
1371,2026-04-11,229.8,52.6,80,1,M,180,Lahore,Rain,1
1372,2026-03-29,232.5,57.5,14,1,M,0,Karachi,Humid,1
1373,2026-03-20,234.2,68.4,30,0,L,180,Lahore,Rain,1
1374,2026-03-16,229.0,41.8,47,0,L,93,Karachi,Humid,0
1375,2026-04-07,231.0,61.1,41,2,H,176,Islamabad,Rain,0
1376,2026-04-07,231.2,42.4,18,0,L,92,Lahore,Humid,1
1377,2026-03-31,237.5,69.6,20,1,M,23,Lahore,Clear,0
1378,2026-04-11,230.5,55.7,16,2,H,25,Karachi,Humid,0
1379,2026-03-15,228.2,49.0,11,0,L,114,Lahore,Humid,0
1380,2026-03-15,231.2,64.1,100,1,M,84,Lahore,Rain,1
1381,2026-04-11,232.5,56.9,17,1,M,92,Islamabad,Rain,1
1382,2026-03-18,234.8,49.6,35,2,H,180,Lahore,Rain,0
1383,2026-04-03,231.0,58.1,13,0,L,77,Islamabad,Hot,1
1384,2026-03-30,230.5,59.9,17,0,L,180,Karachi,Hot,1
1385,2026-03-22,232.8,52.6,32,2,H,142,Lahore,Humid,0
1386,2026-03-15,236.2,54.5,100,1,M,143,Islamabad,Humid,1
1387,2026-04-09,228.0,34.5,33,1,M,84,Karachi,Clear,0
1388,2026-04-02,228.8,35.7,38,2,H,5,Lahore,Clear,0
1389,2026-03-25,234.0,48.4,28,0,L,158,Karachi,Humid,0
1390,2026-03-31,233.0,62.9,15,0,L,148,Lahore,Hot,1
1391,2026-04-08,225.0,36.9,100,0,L,125,Karachi,Humid,1
1392,2026-03-24,231.2,52.6,16,2,H,180,Karachi,Clear,1
1393,2026-03-26,226.5,32.1,28,0,L,13,Islamabad,Hot,0
1394,2026-03-23,232.0,53.8,31,2,H,49,Karachi,Hot,0
1395,2026-03-21,233.2,59.3,57,0,L,162,Lahore,Clear,0
1396,2026-04-12,232.5,61.1,10,2,H,101,Lahore,Humid,1
1397,2026-03-26,230.2,41.2,40,0,L,131,Islamabad,Rain,0
1398,2026-03-29,225.0,27.9,28,1,M,101,Lahore,Humid,0
1399,2026-03-22,235.0,62.3,25,1,M,56,Lahore,Humid,0
1400,2026-03-31,235.2,69.0,14,1,M,180,Lahore,Clear,1
1401,2026-03-19,236.8,65.3,21,2,H,180,Karachi,Hot,1
1402,2026-03-28,229.0,51.4,27,2,H,180,Karachi,Clear,0
1403,2026-03-16,228.8,32.7,38,0,L,180,Lahore,Humid,0
1404,2026-03-30,225.2,30.3,22,0,L,168,Islamabad,Rain,0
1405,2026-04-12,235.5,69.0,18,0,L,34,Karachi,Rain,1
1406,2026-03-31,232.2,43.0,40,0,L,144,Islamabad,Rain,0
1407,2026-03-17,231.5,41.8,35,1,M,50,Lahore,Clear,0
1408,2026-04-06,235.0,69.0,10,0,L,51,Lahore,Hot,1
1409,2026-03-15,226.0,29.1,10,0,L,180,Karachi,Clear,1
1410,2026-04-10,227.8,32.7,13,1,M,180,Lahore,Rain,1
1411,2026-04-01,228.0,34.5,28,2,H,87,Karachi,Humid,0
1412,2026-04-01,233.2,64.1,13,1,M,111,Lahore,Hot,1
1413,2026-03-18,233.0,61.7,22,2,H,180,Lahore,Clear,0
1414,2026-03-29,232.5,61.1,16,0,L,41,Karachi,Clear,1
1415,2026-04-11,236.5,64.1,25,1,M,180,Karachi,Hot,1
1416,2026-04-02,232.5,61.1,10,2,H,101,Karachi,Hot,1
1417,2026-04-02,230.5,50.2,19,2,H,180,Lahore,Humid,1
1418,2026-03-24,231.8,53.2,25,1,M,62,Lahore,Hot,0
1419,2026-03-19,232.5,61.1,11,0,L,8,Islamabad,Humid,1
1420,2026-04-02,225.2,28.5,10,1,M,105,Karachi,Rain,1
1421,2026-03-25,232.0,51.4,100,0,L,17,Lahore,Rain,1
1422,2026-03-21,225.2,29.7,35,2,H,104,Lahore,Clear,0
1423,2026-03-19,230.2,58.7,10,1,M,111,Karachi,Rain,1
1424,2026-04-03,232.0,60.5,10,0,L,90,Islamabad,Rain,1
1425,2026-03-26,239.2,73.2,50,2,H,65,Karachi,Humid,0
1426,2026-04-02,227.8,43.0,13,0,L,180,Islamabad,Clear,1
1427,2026-03-29,229.0,51.4,22,0,L,180,Lahore,Hot,1
1428,2026-03-26,231.5,63.5,21,1,M,110,Islamabad,Clear,0
1429,2026-03-18,232.2,56.3,33,2,H,114,Lahore,Rain,0
1430,2026-04-13,230.2,52.0,71,2,H,157,Karachi,Hot,0
1431,2026-03-26,227.0,35.7,93,2,H,126,Karachi,Clear,0
1432,2026-04-01,233.0,63.5,16,2,H,101,Karachi,Clear,1
1433,2026-03-31,233.5,64.7,22,2,H,130,Islamabad,Clear,0
1434,2026-04-02,232.5,56.9,34,2,H,96,Lahore,Clear,0
1435,2026-03-30,239.0,73.8,43,2,H,27,Karachi,Humid,0
1436,2026-03-25,230.5,41.2,24,2,H,40,Karachi,Clear,1
1437,2026-03-16,229.2,47.2,22,1,M,124,Lahore,Rain,0
1438,2026-03-30,230.5,59.3,13,1,M,180,Karachi,Rain,1
1439,2026-03-15,225.2,32.1,34,1,M,171,Lahore,Humid,0
1440,2026-03-31,229.8,50.8,41,1,M,161,Lahore,Hot,0
1441,2026-04-01,226.8,30.9,46,2,H,171,Lahore,Hot,0
1442,2026-04-12,231.2,64.1,100,1,M,84,Lahore,Rain,1
1443,2026-04-12,233.2,52.6,23,0,L,119,Lahore,Rain,0
1444,2026-04-08,230.2,48.4,28,0,L,78,Islamabad,Humid,0
1445,2026-04-12,236.5,69.6,48,0,L,25,Karachi,Hot,0
1446,2026-03-27,230.2,60.5,10,2,H,147,Islamabad,Hot,1
1447,2026-03-19,227.0,36.3,23,0,L,180,Karachi,Clear,1
1448,2026-04-08,236.8,65.3,21,2,H,180,Islamabad,Clear,1
1449,2026-04-07,224.0,26.6,34,2,H,75,Lahore,Clear,0
1450,2026-04-12,236.2,70.2,17,2,H,112,Karachi,Humid,1
1451,2026-04-10,235.5,63.5,14,1,M,125,Karachi,Rain,0
1452,2026-03-20,227.0,41.2,31,1,M,66,Islamabad,Humid,0
1453,2026-03-15,229.5,40.5,29,1,M,180,Islamabad,Hot,0
1454,2026-03-24,231.5,42.4,38,1,M,177,Karachi,Rain,0
1455,2026-03-19,226.5,38.7,23,0,L,20,Islamabad,Clear,1
1456,2026-04-11,220.5,21.2,39,2,H,180,Islamabad,Humid,0
1457,2026-03-15,236.2,66.5,10,1,M,122,Islamabad,Humid,1
1458,2026-04-06,230.2,40.5,23,1,M,71,Lahore,Clear,0
1459,2026-04-09,232.8,52.6,28,0,L,71,Lahore,Humid,0
1460,2026-04-13,233.0,62.3,17,2,H,130,Islamabad,Clear,1
1461,2026-03-25,232.0,64.7,15,0,L,10,Islamabad,Hot,1
1462,2026-04-07,233.0,59.9,37,0,L,180,Lahore,Rain,1
1463,2026-04-07,238.8,72.0,22,1,M,180,Lahore,Hot,1
1464,2026-03-21,231.2,52.6,16,2,H,180,Karachi,Hot,1
1465,2026-04-01,230.5,41.2,54,0,L,83,Karachi,Clear,0
1466,2026-04-04,230.5,41.2,24,2,H,40,Lahore,Humid,1
1467,2026-04-03,229.2,52.0,18,2,H,180,Islamabad,Hot,1
1468,2026-04-04,231.0,40.5,36,0,L,44,Islamabad,Hot,0
1469,2026-03-24,233.0,46.0,10,0,L,180,Islamabad,Hot,1
1470,2026-04-08,230.5,41.2,24,2,H,40,Islamabad,Humid,1
1471,2026-03-29,235.0,62.3,17,1,M,165,Karachi,Humid,0
1472,2026-03-18,231.8,63.5,15,0,L,180,Lahore,Clear,1
1473,2026-03-30,226.5,32.7,52,0,L,33,Islamabad,Hot,0
1474,2026-03-29,232.8,57.5,17,0,L,180,Karachi,Rain,0
1475,2026-03-29,233.0,62.3,17,2,H,130,Islamabad,Humid,1
1476,2026-03-26,228.5,46.0,23,1,M,143,Lahore,Clear,0
1477,2026-03-22,228.8,44.8,31,2,H,180,Karachi,Hot,0
1478,2026-03-22,236.0,64.1,10,0,L,0,Lahore,Rain,1
1479,2026-04-01,229.5,43.0,14,1,M,86,Lahore,Humid,0
1480,2026-04-13,233.0,63.5,16,2,H,101,Karachi,Rain,1
1481,2026-03-20,234.5,55.7,30,1,M,3,Karachi,Humid,0
1482,2026-03-19,234.0,60.5,53,1,M,23,Karachi,Clear,0
1483,2026-03-16,228.2,32.7,27,2,H,156,Karachi,Rain,0
1484,2026-03-26,229.5,46.0,37,0,L,180,Karachi,Hot,0
1485,2026-04-09,225.2,35.7,10,1,M,75,Karachi,Hot,0
1486,2026-03-18,234.5,64.1,43,2,H,180,Karachi,Humid,1
1487,2026-04-06,233.0,63.5,16,2,H,101,Islamabad,Hot,1
1488,2026-03-27,230.2,41.8,21,0,L,84,Lahore,Rain,0
1489,2026-03-31,225.0,27.9,19,2,H,100,Karachi,Clear,1
1490,2026-03-30,226.0,38.1,52,1,M,89,Islamabad,Humid,0
1491,2026-03-23,227.0,32.1,30,0,L,90,Islamabad,Rain,0
1492,2026-04-09,237.2,69.0,100,1,M,65,Islamabad,Humid,1
1493,2026-04-11,226.0,38.7,17,0,L,94,Lahore,Clear,0
1494,2026-03-15,235.5,69.6,14,0,L,93,Karachi,Humid,1
1495,2026-03-29,231.0,50.8,28,2,H,180,Islamabad,Hot,0
1496,2026-03-26,229.2,38.1,37,0,L,138,Lahore,Hot,0
1497,2026-03-19,236.5,64.1,25,1,M,180,Lahore,Humid,1
1498,2026-04-06,227.2,32.1,30,2,H,147,Lahore,Clear,0
